q1 0 100 0
q1 0 101 0
q1 0 104 0
q1 0 105 0
q1 0 13 0
q1 0 18 0
q1 0 20 0
q1 0 39 0
q1 0 40 0
q1 0 44 0
q1 0 55 0
q1 0 56 0
q1 0 62 0
q1 0 63 0
q1 0 76 0
q1 0 79 0
q1 0 81 0
q1 0 82 0
q1 0 83 0
q1 0 84 0
q1 0 85 0
q1 0 87 0
q1 0 92 0
q2 0 100 1
q2 0 101 1
q2 0 102 1
q2 0 105 0
q2 0 11 0
q2 0 13 1
q2 0 17 0
q2 0 19 1
q2 0 39 0
q2 0 40 0
q2 0 44 0
q2 0 54 0
q2 0 55 0
q2 0 7 0
q2 0 79 0
q2 0 80 1
q2 0 81 1
q2 0 87 0
q2 0 92 0
q2 0 94 0
q2 0 97 0
q3 0 100 0
q3 0 101 1
q3 0 102 0
q3 0 105 0
q3 0 11 0
q3 0 17 1
q3 0 22 1
q3 0 32 1
q3 0 39 1
q3 0 40 0
q3 0 44 0
q3 0 55 1
q3 0 56 0
q3 0 7 1
q3 0 79 1
q3 0 87 0
q3 0 89 0
q3 0 9 1
q3 0 91 0
q3 0 92 0
q3 0 94 1
q3 0 95 1
q3 0 97 1
q4 0 1 1
q4 0 100 1
q4 0 101 0
q4 0 103 1
q4 0 105 1
q4 0 25 1
q4 0 27 1
q4 0 33 1
q4 0 35 0
q4 0 38 1
q4 0 40 1
q4 0 44 0
q4 0 5 1
q4 0 52 0
q4 0 53 1
q4 0 54 1
q4 0 55 1
q4 0 59 1
q4 0 7 1
q4 0 8 0
q4 0 81 0
q4 0 9 0
q4 0 91 1
q4 0 92 0
q4 0 96 1
q5 0 100 0
q5 0 101 0
q5 0 105 0
q5 0 13 1
q5 0 21 0
q5 0 29 1
q5 0 35 1
q5 0 39 1
q5 0 41 1
q5 0 44 1
q5 0 48 0
q5 0 52 1
q5 0 54 1
q5 0 55 1
q5 0 56 0
q5 0 59 0
q5 0 62 1
q5 0 63 1
q5 0 65 1
q5 0 7 1
q5 0 72 1
q5 0 79 1
q5 0 83 0
q5 0 85 1
q5 0 92 1
q5 0 97 0
q6 0 100 0
q6 0 101 0
q6 0 105 0
q6 0 15 0
q6 0 17 0
q6 0 39 0
q6 0 40 0
q6 0 44 0
q6 0 56 0
q6 0 7 0
q6 0 76 0
q6 0 80 0
q6 0 82 0
q6 0 83 0
q6 0 84 0
q6 0 86 0
q6 0 87 0
q6 0 92 0
q6 0 94 0
q6 0 97 0
q7 0 100 0
q7 0 101 0
q7 0 104 0
q7 0 105 0
q7 0 11 0
q7 0 13 0
q7 0 15 0
q7 0 20 0
q7 0 21 0
q7 0 24 0
q7 0 39 0
q7 0 40 0
q7 0 44 0
q7 0 54 0
q7 0 55 0
q7 0 63 0
q7 0 79 0
q7 0 80 0
q7 0 81 0
q7 0 82 0
q7 0 83 0
q7 0 84 0
q7 0 85 0
q7 0 86 0
q7 0 87 0
q7 0 92 0
q7 0 94 0
q8 0 100 0
q8 0 101 0
q8 0 102 0
q8 0 105 0
q8 0 15 0
q8 0 17 0
q8 0 20 1
q8 0 38 1
q8 0 40 0
q8 0 44 1
q8 0 52 1
q8 0 54 0
q8 0 55 1
q8 0 56 0
q8 0 62 1
q8 0 7 1
q8 0 72 0
q8 0 79 1
q8 0 80 1
q8 0 81 0
q8 0 82 1
q8 0 83 0
q8 0 84 0
q8 0 86 0
q8 0 92 0
q8 0 94 0
q9 0 100 0
q9 0 101 0
q9 0 105 0
q9 0 20 0
q9 0 23 0
q9 0 35 0
q9 0 39 0
q9 0 40 0
q9 0 44 1
q9 0 52 1
q9 0 54 0
q9 0 56 0
q9 0 65 0
q9 0 67 0
q9 0 80 0
q9 0 81 0
q9 0 84 0
q9 0 87 0
q9 0 92 0
q9 0 98 0
q10 0 100 0
q10 0 101 0
q10 0 105 0
q10 0 20 1
q10 0 22 0
q10 0 24 0
q10 0 35 1
q10 0 39 0
q10 0 40 0
q10 0 44 1
q10 0 48 0
q10 0 54 1
q10 0 55 1
q10 0 57 1
q10 0 59 0
q10 0 62 1
q10 0 7 0
q10 0 73 0
q10 0 79 1
q10 0 80 0
q10 0 81 1
q10 0 83 1
q10 0 92 0
q10 0 97 0
q11 0 100 0
q11 0 105 0
q11 0 11 0
q11 0 17 0
q11 0 22 0
q11 0 23 1
q11 0 24 0
q11 0 25 0
q11 0 32 0
q11 0 39 0
q11 0 40 0
q11 0 54 0
q11 0 56 0
q11 0 59 0
q11 0 67 0
q11 0 70 0
q11 0 79 0
q11 0 8 0
q11 0 80 0
q11 0 92 0
q11 0 97 0
q12 0 100 0
q12 0 101 0
q12 0 102 0
q12 0 103 0
q12 0 105 0
q12 0 11 0
q12 0 15 0
q12 0 21 0
q12 0 22 0
q12 0 23 0
q12 0 24 0
q12 0 25 0
q12 0 27 0
q12 0 32 0
q12 0 33 0
q12 0 38 0
q12 0 39 0
q12 0 47 0
q12 0 54 0
q12 0 55 0
q12 0 56 0
q12 0 59 0
q12 0 63 0
q12 0 65 0
q12 0 9 0
q12 0 92 0
q12 0 96 0
q13 0 100 0
q13 0 101 0
q13 0 105 0
q13 0 25 1
q13 0 38 0
q13 0 39 0
q13 0 40 0
q13 0 44 0
q13 0 54 0
q13 0 59 0
q13 0 65 0
q13 0 67 0
q13 0 7 0
q13 0 79 0
q13 0 81 0
q13 0 82 0
q13 0 84 0
q13 0 87 0
q13 0 92 0
q13 0 97 0
q14 0 100 0
q14 0 101 0
q14 0 105 0
q14 0 11 1
q14 0 17 0
q14 0 18 1
q14 0 21 0
q14 0 22 0
q14 0 24 0
q14 0 25 0
q14 0 40 0
q14 0 44 0
q14 0 54 1
q14 0 67 0
q14 0 79 0
q14 0 80 0
q14 0 87 0
q14 0 92 0
q14 0 94 0
q14 0 97 0
q15 0 102 0
q15 0 103 0
q15 0 105 0
q15 0 11 0
q15 0 15 0
q15 0 22 0
q15 0 23 0
q15 0 24 0
q15 0 25 0
q15 0 32 0
q15 0 39 0
q15 0 42 0
q15 0 5 0
q15 0 52 0
q15 0 54 0
q15 0 56 0
q15 0 57 0
q15 0 62 0
q15 0 63 0
q15 0 65 0
q15 0 73 0
q15 0 79 0
q15 0 91 0
q15 0 92 0
q16 0 100 0
q16 0 101 0
q16 0 102 0
q16 0 105 0
q16 0 11 0
q16 0 22 0
q16 0 23 1
q16 0 24 0
